cladeID	nkmers	card	gsize	csize
N3528	1195442	18	485571	1188
N4617	48771	2	485571	1190
N4249	88447	3	485573	1191
N3885	74812	2	485577	1194
N3886	105524	4	485577	1192
N3527	180227	6	485593	1194
N3179	1375602	24	485645	1194
N2839	89986882	1024	488174	1194
N8265	128454	6	488221	1200
N7881	148148	7	488256	1201
N7481	162544	8	488306	1202
N8903	104387	2	488306	1204
N8613	112362	3	488308	1205
N7879	103091	2	488329	1209
N7880	131887	5	488329	1207
N7480	151969	7	488394	1209
N6671	193183	16	489370	1210
N8612	117439	2	489370	1212
N8263	132136	3	489372	1213
N7878	146637	4	489378	1214
N8262	105009	3	489381	1217
N7877	146855	4	489387	1218
N7479	172527	8	489530	1218
N7091	174157	9	489654	1219
N6670	179188	10	489816	1220
N6249	219050	26	492623	1220
N5813	213394	2	494272	1223
N5814	220421	27	494272	1221
N5379	433708	29	494315	1223
N7478	214999	2	494315	1225
N7090	226219	3	494317	1226
N6669	258248	4	494323	1227
N6247	126508	2	494337	1230
N6248	381222	5	494337	1228
N5812	507583	7	494354	1230
N6246	188812	2	494354	1232
N5811	273908	3	494356	1233
N5378	781213	10	494396	1233
N4985	1214456	39	494564	1233
N8610	393034	2	494564	1235
N8261	541235	3	494566	1236
N7876	729746	4	494572	1237
N7477	951335	5	494586	1238
N7089	1117410	6	494616	1239
N6668	1140329	7	494627	1240
N6245	1310878	8	494680	1241
N6667	550253	2	494680	1243
N6244	759931	3	494682	1244
N5810	2069342	11	494836	1244
N5377	2217155	12	494901	1245
N6243	152653	2	494901	1247
N5809	185353	3	494903	1248
N5376	262005	4	494909	1249
N4984	2479032	16	494980	1249
N4616	3692282	55	495453	1249
N8260	313636	2	495453	1251
N7875	365797	3	495455	1252
N8259	150914	2	495455	1254
N7874	276092	3	495457	1255
N7476	641736	6	495476	1255
N7873	84258	2	495476	1257
N7475	239936	3	495478	1258
N7087	179929	2	495519	1260
N7088	881226	9	495519	1258
N6666	1060818	11	495571	1260
N7474	362690	2	495571	1262
N7086	531192	3	495573	1263
N6665	666334	4	495579	1264
N6242	1726248	15	495771	1264
N5808	1734296	16	495803	1265
N5375	1790641	17	495830	1266
N6664	298890	2	495830	1268
N6241	491330	3	495832	1269
N5806	212669	2	495838	1272
N5807	644398	4	495838	1270
N5374	856928	6	495862	1272
N4982	108035	2	496102	1274
N4983	2647033	23	496102	1272
N4615	2754982	25	496161	1274
N4248	6445762	80	496945	1274
N6663	172724	2	496945	1276
N6240	260223	3	496947	1277
N5805	346170	4	496953	1278
N6239	145847	2	496953	1280
N5804	239904	3	496955	1281
N5373	585631	7	497010	1281
N5803	204841	2	497010	1283
N5372	322891	3	497012	1284
N4981	908416	10	497044	1284
N5802	253598	2	497044	1286
N5370	205227	2	497046	1289
N5371	396024	3	497046	1287
N4980	601226	5	497056	1289
N4614	1509471	15	497149	1289
N6238	92047	2	497149	1291
N5368	26278	3	497151	1296
N5369	101150	4	497151	1293
N5800	10624	2	497151	1295
N5801	100838	3	497151	1292
N4979	127424	7	497154	1296
N6237	296639	2	497154	1298
N5799	368308	3	497156	1299
N5366	233841	2	497159	1302
N5367	490777	4	497159	1300
N4978	724528	6	497178	1302
N4613	851925	13	497190	1302
N4247	2361172	28	497350	1302
N3884	8804571	108	498374	1302
N7872	233874	2	498374	1304
N7473	342561	3	498376	1305
N7084	238829	2	498382	1308
N7085	456190	4	498382	1306
N6661	325632	2	498426	1310
N6662	690706	6	498426	1308
N6236	1015217	8	498528	1310
N7472	151044	2	498528	1312
N7082	288666	2	498530	1315
N7083	225239	3	498530	1313
N6660	513527	5	498545	1315
N6235	630568	6	498559	1316
N5798	1644402	14	498854	1316
N5365	1792416	15	498957	1317
N6659	263439	2	498957	1319
N6233	151233	2	498959	1322
N6234	427098	3	498959	1320
N5797	578205	5	498968	1322
N5364	745763	6	498977	1323
N4976	344228	2	499119	1325
N4977	2537926	21	499119	1323
N4612	2881967	23	499188	1325
N6231	254405	2	499188	1327
N7081	111421	2	499191	1329
N6658	182134	3	499193	1330
N6232	361054	4	499199	1331
N5796	500606	5	499208	1332
N5363	927274	8	499255	1333
N4975	1080578	9	499279	1334
N4611	1189226	10	499317	1335
N4245	322038	2	499982	1337
N4246	4069265	33	499982	1335
N3883	4391039	35	500132	1337
N3526	13188886	143	503386	1337
N3178	13300471	144	503465	1338
N8608	467167	2	503465	1340
N9165	184172	2	503465	1342
N9732	426248	2	503465	1344
N9567	623893	3	503467	1345
N9383	635337	4	503473	1346
N9166	869561	5	503485	1347
N8902	1053476	7	503510	1347
N8609	1244128	8	503550	1348
N8258	1700629	10	503707	1348
N9163	356078	2	503707	1350
N8900	556895	3	503709	1351
N9382	429053	2	503709	1353
N9164	612625	3	503711	1354
N8901	829527	4	503717	1355
N8606	288641	2	503790	1357
N8257	1656342	9	504005	1357
N7871	3331643	19	506866	1357
N7471	3488205	20	507649	1358
N7870	192584	2	507649	1360
N7470	378875	3	507651	1361
N7079	344675	2	510381	1363
N7080	3851284	23	510381	1361
N6657	4183813	25	512379	1363
N9162	298256	2	512379	1365
N8899	601620	3	512380	1366
N8604	312103	2	512383	1369
N8605	810291	4	512383	1367
N8256	1118617	6	512404	1369
N7869	1272197	7	512432	1370
N8603	267988	2	512432	1372
N8255	416652	3	512434	1373
N7868	542702	4	512440	1374
N7469	1806296	11	512825	1374
N7078	1961630	12	513057	1375
N8601	375957	2	513057	1379
N8602	406582	2	513057	1377
N8254	778693	4	513065	1379
N7867	784596	5	513073	1380
N7468	948307	6	513091	1381
N7077	1098520	7	513124	1382
N6656	3040499	19	515687	1382
N6230	7172691	44	532167	1382
N7866	290690	2	532167	1384
N7467	435572	3	532169	1385
N7076	589843	4	532175	1386
N6655	731433	5	532189	1387
N6229	856585	6	532216	1388
N5794	8007722	50	540788	1388
N5362	8215814	51	542355	1389
N8897	259933	2	542355	1391
N9161	392641	2	542355	1393
N8898	569863	3	542357	1394
N8599	466426	2	542377	1396
N8600	824909	5	542377	1394
N7865	1478193	8	542570	1397
N7466	1679740	9	542723	1398
N7075	1827051	10	542845	1399
N7465	399106	2	542845	1401
N7074	609709	3	542847	1402
N6654	2431918	13	543512	1402
N6228	2590598	14	543850	1403
N5792	399866	2	544280	1406
N5793	2752913	15	544280	1404
N5361	3150512	17	544792	1406
N4974	11332096	68	560924	1406
N4610	11479351	69	561314	1407
N4244	11597559	70	561336	1408
N6653	431532	2	561336	1410
N6227	553844	3	561338	1411
N5790	453846	2	561344	1414
N5791	780404	4	561344	1412
N5360	1232820	6	561381	1414
N4973	1392504	7	561413	1415
N4608	347939	2	561444	1418
N4609	1567026	8	561444	1416
N4243	1914676	10	561501	1418
N3881	189393	2	565589	1420
N3882	13504461	80	565589	1418
N3880	303777	2	566084	1422
N3879	24313	2	566425	1424
N3177	14019802	86	566455	1424
N2838	27302783	230	577841	1424
N2521	117214145	1254	625091	1424
N3878	37838	2	625091	1426
N3522	41513	2	625093	1429
N3523	46053	3	625093	1427
N3175	41598	2	625109	1431
N3176	87063	5	625109	1429
N2837	128595	7	625128	1431
N4242	54081	3	625128	1434
N4607	35529	2	625128	1433
N3877	62492	4	625130	1435
N3521	67128	5	625136	1436
N3174	69917	6	625150	1437
N2836	75904	7	625180	1438
N2520	204291	14	625249	1438
N3876	105106	2	625552	1440
N3520	128322	3	625554	1441
N3173	128756	4	625555	1442
N2835	198491	5	625562	1443
N2519	246600	6	625573	1444
N3171	108107	2	625573	1448
N3172	193969	2	625573	1446
N2834	301975	4	625581	1448
N2518	354408	5	625595	1449
N2205	600970	11	625613	1449
N1913	118016130	1279	627529	1449
N6226	95719	2	627529	1451
N5789	133689	3	627531	1452
N5359	162788	4	627537	1453
N4241	182940	7	627584	1456
N3875	196663	8	627649	1457
N3519	196665	9	627651	1458
N3170	210843	10	627776	1459
N2833	240784	11	627787	1460
N2517	322230	12	627794	1461
N2832	19173	2	627794	1463
N2516	152677	3	627795	1464
N2204	474893	15	627803	1464
N1912	629562	16	627812	1465
N1641	118640793	1295	629810	1465
N7055	131367	2	629810	1467
N6632	185383	3	629812	1468
N6210	197431	2	629818	1471
N6211	263077	4	629818	1469
N5769	459530	6	629857	1471
N6631	208213	2	629857	1473
N6209	310662	3	629859	1474
N5768	427839	4	629865	1475
N5342	886953	10	629967	1475
N4961	963432	11	630025	1476
N7054	182299	2	630025	1478
N6630	266291	3	630027	1479
N6208	377280	4	630033	1480
N5766	169575	2	630047	1483
N5767	465241	5	630047	1481
N5340	172461	2	630130	1485
N5341	633132	7	630130	1483
N4960	805332	9	630188	1485
N4597	1767890	20	630539	1485
N5765	208829	2	630539	1487
N5338	223021	2	630541	1490
N5339	313467	3	630541	1488
N4958	222693	2	630560	1492
N4959	535934	5	630560	1490
N4596	757730	7	630608	1492
N4231	2524841	27	630922	1492
N3865	2642913	28	630985	1493
N5337	13823	2	630985	1495
N4957	125804	3	630987	1496
N4595	190279	4	630990	1497
N4230	213147	5	630994	1498
N4956	23200	2	630994	1500
N4594	139591	3	630996	1501
N4229	238821	4	631001	1502
N3864	451365	9	631032	1502
N3512	3093853	37	631229	1502
N6207	211025	2	631229	1504
N5763	168253	2	631231	1507
N5764	311553	3	631231	1505
N5336	479591	5	631249	1507
N4954	181139	2	631266	1510
N4955	560729	6	631266	1508
N4593	741430	8	631322	1510
N4228	796259	9	631363	1511
N4592	224838	2	631363	1513
N4227	339950	3	631365	1514
N3863	1135813	12	631474	1514
N4591	54964	2	631474	1516
N4226	82283	3	631476	1517
N3862	113521	4	631481	1518
N3511	1249064	16	631602	1518
N3165	4342382	53	631966	1518
N3510	112263	2	631966	1520
N3164	245065	3	631968	1521
N2829	4587006	56	632172	1521
N8240	137764	2	632172	1523
N7850	200904	3	632174	1524
N7449	254335	4	632180	1525
N6629	404551	6	632225	1527
N6205	181523	2	632282	1530
N6206	495525	7	632282	1528
N5762	671066	9	632519	1530
N6628	158612	2	632519	1532
N6204	236178	3	632521	1533
N5761	315740	4	632527	1534
N5335	984370	13	633061	1534
N7052	156234	2	633061	1536
N6627	228566	3	633063	1537
N6203	314060	4	633069	1538
N5759	166183	2	633083	1541
N5760	410886	5	633083	1539
N5334	576309	7	633139	1541
N4952	178771	2	634046	1543
N4953	1555838	20	634046	1541
N4589	153620	2	634825	1545
N4590	1729076	22	634825	1543
N4224	212972	2	635020	1547
N4225	1882259	24	635020	1545
N3861	2094702	26	635275	1547
N7448	388268	2	635275	1549
N7051	594703	3	635277	1550
N6626	807549	4	635283	1551
N6201	335767	2	635297	1554
N6202	989361	5	635297	1552
N5333	1398337	8	635449	1555
N4951	1518589	9	635552	1556
N4588	1699238	10	635639	1557
N4223	1836891	11	635800	1558
N4587	308652	2	635800	1560
N4222	397652	3	635802	1561
N3860	2232069	14	636148	1561
N3509	4325214	40	637030	1561
N5332	383335	2	637030	1563
N4949	409916	2	637032	1566
N4950	574412	3	637032	1564
N4586	983725	5	637052	1566
N5330	333082	2	637052	1570
N5331	272686	2	637052	1568
N4948	605563	4	637060	1570
N4585	767153	5	637072	1571
N4221	1749260	10	637210	1571
N3859	1868869	11	637280	1572
N3508	2137332	12	637367	1573
N3163	6454882	52	639444	1573
N2828	6593738	53	639597	1574
N8890	661243	2	641751	1576
N9154	593878	2	641751	1578
N9155	597439	2	641751	1580
N8891	1187684	4	641759	1580
N8594	1842031	6	641803	1580
N9153	456240	2	641803	1582
N8889	653927	3	641805	1583
N8593	862775	4	641811	1584
N8250	2693773	10	642229	1584
N9152	410473	2	642229	1586
N8888	659560	3	642231	1587
N9151	221013	2	642231	1589
N8887	403455	3	642233	1590
N8591	323985	2	642260	1592
N8249	1384015	8	642324	1592
N7861	302013	2	643933	1594
N7862	4066159	18	643933	1592
N8895	368381	2	644322	1596
N9566	279540	2	644322	1598
N9381	515693	3	644324	1599
N9160	659295	4	644330	1600
N8896	831502	5	644344	1601
N8598	1191323	7	644430	1601
N9158	319221	2	644430	1603
N9380	514202	2	644430	1605
N9159	767778	3	644432	1606
N8894	1083312	5	644452	1606
N8597	1315405	6	644482	1607
N8252	2491011	13	645688	1607
N8892	485660	2	645688	1609
N9156	461930	2	645688	1611
N9379	457273	2	645688	1613
N9157	559359	3	645690	1614
N8893	1018698	5	645710	1614
N8595	305059	2	645788	1616
N8596	1498969	7	645788	1614
N8251	1802355	9	645918	1616
N7863	519354	2	650085	1618
N7864	4266378	22	650085	1616
N7464	4775507	24	651978	1618
N7072	412660	2	667331	1620
N7073	9083427	44	667331	1618
N6652	9492069	46	668617	1620
N6225	9739631	48	670522	1622
N5788	9856368	49	670721	1623
N6650	470535	2	670721	1625
N6224	589469	3	670723	1626
N6649	166753	2	670723	1628
N6223	307291	3	670725	1629
N5787	895754	6	670753	1629
N5358	10728669	55	677797	1629
N8590	505220	2	677797	1631
N8248	764765	3	677799	1632
N7859	754338	2	677805	1635
N7860	1034927	4	677805	1633
N7462	1783464	6	677849	1635
N7071	1793235	7	677874	1636
N7460	530419	2	677874	1640
N7461	508608	2	677874	1638
N7070	1037087	4	677882	1640
N6648	2823269	11	678299	1640
N8247	341826	2	678299	1642
N7858	659512	3	678301	1643
N7459	917585	4	678307	1644
N7069	1236754	5	678320	1645
N6647	1456224	6	678343	1646
N6222	4263969	17	679918	1646
N6645	419527	2	679918	1650
N6646	465970	2	679918	1648
N6221	884193	4	679926	1650
N5785	463403	2	682248	1652
N5786	5132427	21	682248	1650
N5357	5589848	23	683418	1652
N4971	16244711	78	711070	1652
N5355	394809	2	711070	1656
N5356	308533	2	711070	1654
N4970	701932	4	711078	1656
N4605	16938288	82	714675	1656
N4240	17115078	83	715873	1657
N9149	781269	2	715873	1659
N8885	1164848	3	715875	1660
N9150	635143	2	715875	1662
N8886	954847	3	715877	1663
N8589	2111894	6	715925	1663
N9148	513484	2	715925	1665
N8884	905675	3	715927	1666
N8588	1250573	4	715933	1667
N8246	3350887	10	716327	1667
N8586	758075	2	716391	1671
N8587	513301	2	716391	1669
N8245	1257620	4	716399	1671
N7856	1675383	5	716413	1672
N7458	5064645	16	718177	1673
N7067	89744	2	718441	1676
N7068	5225284	17	718441	1674
N6644	5314907	19	718500	1676
N6220	5562263	20	718700	1677
N5784	5804622	21	719139	1678
N7457	403127	2	719139	1680
N7066	630684	3	719141	1681
N6643	891138	4	719147	1682
N7456	604691	2	719147	1684
N7065	984111	3	719149	1685
N6642	1244874	4	719155	1686
N6219	2127058	8	719360	1686
N5783	2294347	9	719496	1687
N5354	8085251	30	723061	1687
N5781	110352	2	723061	1691
N5782	121945	2	723061	1689
N5353	231459	4	723069	1691
N4969	8316574	34	723163	1691
N8585	425442	2	723163	1693
N8244	669456	3	723165	1694
N8584	310431	2	723165	1696
N8243	545362	3	723167	1697
N7855	1210295	6	723211	1697
N7455	1442957	7	723257	1698
N7064	1449391	8	723271	1699
N7854	246544	2	723271	1701
N7454	398184	3	723273	1702
N7063	583082	4	723279	1703
N6641	2030711	12	723542	1703
N7062	449577	2	723542	1705
N6640	618301	3	723544	1706
N6218	2646370	15	723931	1706
N5780	2682270	16	723987	1707
N7453	611852	2	723987	1709
N7060	555450	2	723989	1712
N7061	933485	3	723989	1710
N6638	37449	2	724010	1714
N6217	1521749	7	724033	1714
N7452	570170	2	724033	1716
N7059	626890	3	724035	1717
N6637	868312	4	724041	1718
N7058	603827	2	724041	1720
N6636	866427	3	724043	1721
N6216	1726453	7	724118	1721
N5779	3232305	14	724870	1721
N5351	148214	2	728339	1723
N5352	5900456	30	728339	1721
N4968	6048290	32	728555	1723
N4604	14341483	66	737435	1723
N4239	14600355	67	738303	1724
N3874	31634218	150	773903	1724
N8242	418162	2	773903	1726
N7853	498033	3	773905	1727
N8241	374190	2	773905	1729
N7852	573961	3	773907	1730
N7451	1064504	6	773954	1730
N7851	630957	2	773954	1732
N7450	870940	3	773956	1733
N7057	1924521	9	774215	1733
N6635	2100546	10	774372	1734
N6215	2407740	11	774590	1735
N5778	2631285	12	774895	1736
N5350	2804378	13	775104	1737
N6634	390886	2	775104	1739
N6214	558324	3	775106	1740
N5776	254575	2	775112	1743
N5777	737407	4	775112	1741
N5349	991628	6	775146	1743
N4967	3788609	19	776208	1743
N5775	30717	2	776208	1745
N5347	29887	2	776210	1748
N5348	46356	3	776210	1746
N4966	75969	5	776229	1748
N4603	3864343	24	776380	1748
N7056	90374	2	776380	1750
N6633	139460	3	776382	1751
N6213	161575	4	776387	1752
N5774	221349	5	776394	1753
N6212	77071	2	776394	1755
N5773	140502	3	776396	1756
N5346	361063	8	776430	1756
N4965	409941	9	776457	1757
N4602	584505	10	776499	1758
N4238	4448238	34	776849	1758
N3873	4567439	35	776920	1759
N3518	36147652	185	799564	1759
N3169	36281379	186	800773	1760
N5772	162329	2	800773	1762
N5345	256281	3	800775	1763
N4964	356362	4	800781	1764
N4601	430609	5	800791	1765
N4237	512904	6	800807	1766
N3872	566956	7	800829	1767
N4235	94766	2	800829	1771
N4236	126804	2	800829	1769
N3871	210839	4	800837	1771
N3517	777552	11	800922	1771
N3168	915210	12	800960	1772
N2831	37193281	198	803116	1772
N5770	372375	2	803116	1776
N5771	393653	2	803116	1774
N5344	758248	4	803124	1776
N4963	967294	5	803138	1777
N5343	518364	2	803138	1779
N4962	718874	3	803140	1780
N4599	185836	2	803293	1782
N4600	1681369	8	803293	1780
N4234	1866425	10	803432	1782
N3870	1920683	11	803456	1783
N4233	330440	2	803456	1785
N3869	518811	3	803458	1786
N3516	2437126	14	803775	1786
N3868	274656	2	803775	1788
N3515	316878	3	803777	1789
N3167	2752567	17	804051	1789
N4598	321204	2	804051	1791
N4232	459640	3	804053	1792
N3866	299768	2	804059	1795
N3867	616249	4	804059	1793
N3513	409201	2	804098	1797
N3514	913505	6	804098	1795
N3166	1321806	8	804187	1797
N2830	4068084	25	805648	1797
N2515	41211063	223	829571	1797
N2202	137191	2	863061	1799
N2203	52327591	332	863061	1797
N1910	104866	2	863412	1801
N1911	52464180	334	863412	1799
N1640	52568941	336	863508	1801
N1390	171004815	1631	992032	1801
N4583	182599	2	992032	1805
